,Dataset,Start age,End age,sex,tissue,subtissue,cell_ontology_class,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
413,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,3110001D03Rik,4.780982494354248,5.108628101879731e-05,1.0685309462132864e-05,7.480631029466167e-05,2.8594123205391974e-13
414,droplet,3m,18m,female,Spleen,nan,T cell,2610019F03Rik,4.769724369049072,5.204512126510963e-05,1.0911556273640599e-05,0.00012102202163077891,3.248294973213075e-16
415,droplet,3m,18m,female,Marrow,nan,monocyte,Osm,4.75760555267334,5.97619655309245e-05,1.256135328731034e-05,0.00013768539065495133,7.498435540705835e-07
416,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Klf2,4.750584125518799,0.0008419628720730543,0.00017723355267662555,0.0007321916637010872,1.1504928826405504e-33
417,droplet,3m,18m,female,Marrow,nan,monocyte,Egr1,4.74896240234375,6.494215631391853e-05,1.3675018635694869e-05,0.00012844915909226984,6.417168906778514e-09
418,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Hist1h1b,4.748697280883789,0.0005543084116652608,0.00011672852269839495,0.0008148574852384627,5.88003040313171e-40
419,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,S100a14,4.739870071411133,6.21947692707181e-05,1.3121618394507095e-05,0.00012727786088362336,9.047180962956492e-07
420,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,2310002J15Rik,4.739847660064697,4.589270247379318e-05,9.682315067038871e-06,0.00011252508556935936,6.603250696717313e-06
421,droplet,3m,18m,female,Marrow,nan,granulocyte,Car2,4.7262282371521,0.0021485062316060066,0.00045459214015863836,0.004292282275855541,2.0438027067544834e-14
422,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Sfrp1,4.723176956176758,2.2362270101439208e-05,0.00010562096576904878,0.00023654279357288033,1.7920122931019673e-07
423,droplet,3m,18m,female,Spleen,nan,proerythroblast,Dusp1,4.707143306732178,0.00012368870375212282,0.0005822204402647913,0.000573440978769213,3.736474949933782e-08
424,droplet,3m,18m,female,Marrow,nan,monocyte,2810013P06Rik,4.676307201385498,0.00016902995412237942,3.614603338064626e-05,0.00017380212375428528,8.351180213982788e-40
425,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Trip11,4.655897617340088,3.010286127391737e-05,6.465532351285219e-06,7.702683069510385e-05,5.2939326551937084e-08
426,droplet,3m,18m,female,Marrow,nan,precursor B cell,Jun,4.646613597869873,0.0011846087872982025,0.0002549402415752411,0.0009561922051943839,8.0309418299493e-39
427,droplet,3m,18m,female,Marrow,nan,precursor B cell,Nfkbiz,4.634605407714844,0.00010152826143894345,2.1906558686168864e-05,0.0001394441060256213,1.5795042087378418e-06
428,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Ppp1r15a,4.625350475311279,0.00019704231817740947,4.260051719029434e-05,0.000259166321484372,2.625666290376645e-14
429,droplet,3m,18m,female,Spleen,nan,T cell,Timp2,4.6166558265686035,3.274178379797377e-05,0.00015115755377337337,0.00024091485829558223,6.152685026181571e-25
430,droplet,3m,18m,female,Heart_and_Aorta,nan,cardiomyocyte,Ttn,4.616485595703125,0.01018501352518797,0.0022062265779823065,0.004398202523589134,1.609076023160213e-26
431,droplet,3m,18m,female,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Klf10,4.610831260681152,1.0733947419794276e-05,4.9492424295749515e-05,9.835921082412824e-05,2.8887220091811687e-19
432,droplet,3m,18m,female,Marrow,nan,granulocyte,Epb4.2,4.608191967010498,7.589926826767623e-05,1.647050703468267e-05,0.0001858130272012204,1.452022568672747e-06
433,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Smad7,4.607006072998047,8.550709026167169e-05,1.8560227545094676e-05,0.0001439702173229307,2.563795333035185e-07
434,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,Cirbp,4.604763031005859,2.3024160327622667e-05,0.00010602081601973623,0.00017681786266621202,4.072071425757005e-20
435,droplet,3m,18m,female,Marrow,nan,monocyte,Zfp36,4.596360206604004,0.000685819482896477,0.00014920925605110824,0.0004198098322376609,3.6232811322530405e-134
436,droplet,3m,18m,female,Spleen,nan,T cell,Cd82,4.588710784912109,0.00010763324098661542,0.0004938978236168623,0.0006172358407638967,1.863185874710245e-43
437,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Cd200,4.570508003234863,2.2916949092177674e-05,0.00010474211012478918,0.0002170064253732562,4.743503826781353e-10
438,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Socs3,4.566304683685303,0.00014814024325460196,0.0006764534628018737,0.0009177949978038669,3.1049966411330833e-27
439,droplet,3m,18m,female,Marrow,nan,monocyte,Trib1,4.562499046325684,5.10867903358303e-05,1.1197106687177438e-05,0.00010057170584332198,2.4036948341671073e-07
440,droplet,3m,18m,female,Marrow,nan,granulocyte,Cat,4.552401065826416,0.00012315483763813972,2.705271981540136e-05,0.00025439923047088087,1.0358728590981527e-11
441,droplet,3m,18m,female,Marrow,nan,precursor B cell,Akap9,4.546472549438477,0.0001019892079057172,2.2432599507737905e-05,0.00013801956083625555,3.533917007488287e-08
442,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,1190002H23Rik,4.537750244140625,0.0010671594645828009,0.00023517367662861943,0.002331935567781329,6.732546599828802e-12
443,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Egr1,4.53542947769165,4.973558316123672e-05,1.0966013178403955e-05,0.00011190887016709894,4.404327199332568e-12
444,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Exosc4,4.526445388793945,4.233980871504173e-05,9.353874702355824e-06,7.072768494253978e-05,4.0290972178091055e-09
445,droplet,3m,18m,female,Spleen,nan,T cell,Zc3h12d,4.507955074310303,1.3772276361123659e-05,6.208480772329494e-05,0.00014530803309753537,2.99084059722683e-09
446,droplet,3m,18m,female,Spleen,nan,B cell,Hist1h2ao,4.507758140563965,3.4591379517223686e-05,0.00015592957788612694,0.0006211923900991678,1.2106100080710441e-29
447,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Casp8ap2,4.507112979888916,4.67940881208051e-05,1.0382274922449142e-05,5.466909715323709e-05,4.887948375358082e-06
448,droplet,3m,18m,female,Marrow,nan,naive T cell,Klf6,4.502588748931885,6.290858436841518e-05,1.3971647604194004e-05,6.954768468858674e-05,1.3227496505027535e-08
449,droplet,3m,18m,female,Spleen,nan,T cell,2310001H17Rik,4.49569034576416,3.8965019484749064e-05,0.00017517466039862484,0.00030873165815137327,1.5561704189943305e-19
450,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Nr4a1,4.48678731918335,3.6357352655613795e-05,0.00016312771185766906,0.00030785094713792205,1.566442976685928e-11
451,droplet,3m,18m,female,Spleen,nan,T cell,Ccr9,4.479382514953613,4.3541040213312954e-05,9.720321031636558e-06,0.00012785916624125093,1.4872283038128322e-07
452,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Dusp2,4.4768218994140625,0.00023764920479152352,5.308435356710106e-05,0.0003827490727417171,9.544839968380231e-30
453,droplet,3m,18m,female,Marrow,nan,naive T cell,Hist1h2ae,4.455312728881836,0.00018547587387729436,4.163027188042179e-05,0.00024419729015789926,3.13090433005516e-06
454,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Fam136a,4.453762054443359,3.86581668863073e-05,8.679890015628189e-06,6.443364691222087e-05,3.41260146789164e-08
455,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Lef1,4.431657314300537,8.010052260942757e-05,1.8074619219987653e-05,0.00019811229140032083,4.3489518517712085e-10
456,droplet,3m,18m,female,Marrow,nan,promonocyte,Hist1h1a,4.420668601989746,8.467570296488702e-05,1.9154500478180125e-05,0.00012091785174561664,9.211757926923047e-10
457,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Slco2a1,4.402533054351807,8.62856104504317e-05,1.959908149729017e-05,0.00010277592082275078,1.9561265537741343e-21
458,droplet,3m,18m,male,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Ass1,4.382260322570801,0.0013022402999922633,0.00029716177959926426,0.0007993890903890133,2.9381839112797836e-48
459,droplet,3m,18m,female,Spleen,nan,T cell,Serpinb6a,4.382191181182861,1.5038351193652488e-05,6.590093107661232e-05,0.00016631170001346618,1.952315302506149e-07
460,droplet,3m,18m,female,Marrow,nan,granulocyte,Usp15,4.373852729797363,7.089757855283096e-05,1.6209409295697697e-05,0.00012836288078688085,8.30339462829415e-17
461,droplet,3m,18m,female,Marrow,nan,granulocyte,Tmcc2,4.366380214691162,0.0005059530958533287,0.00011587471817620099,0.0013438499299809337,1.5162461242030476e-06
462,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Tob1,4.3622050285339355,3.335926157888025e-05,0.00014551993808709085,0.0003221485239919275,3.1915867653284815e-08
463,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Ier3,4.361882209777832,2.980105455208104e-05,6.8321537582960445e-06,8.173672540578991e-05,1.3202837625891322e-06
464,droplet,3m,18m,female,Marrow,nan,granulocyte,Snhg8,4.357507705688477,7.830961112631485e-05,1.7971191482502036e-05,0.00014598443522118032,1.2158993100682144e-15
465,droplet,3m,18m,female,Kidney,nan,epithelial cell of proximal tubule,Cyba,4.354681491851807,0.00030550570227205753,0.0013303799787536263,0.0009041892481036484,2.6771900859709573e-12
466,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Fabp5,4.3530097007751465,0.0006881555309519172,0.0001580872922204435,0.001402387279085815,1.0068852015894818e-07
467,droplet,3m,18m,female,Spleen,nan,T cell,Sik1,4.343013763427734,1.4395944162970409e-05,6.252178718568757e-05,0.00014871965686324984,1.625307050387864e-08
468,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Dpep2,4.341729164123535,1.9987572159152478e-05,8.678063750267029e-05,0.00018418737454339862,9.635717044410833e-18
469,droplet,3m,18m,female,Kidney,nan,epithelial cell of proximal tubule,Tmbim6,4.337079048156738,0.00030456262174993753,0.0013209121534600854,0.0009061137097887695,3.3956383979072166e-10
470,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Enho,4.33513879776001,3.7638750654878095e-05,0.00016316919936798513,0.0002308605908183381,2.678360268126696e-45
471,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Pet112l,4.324843883514404,2.3279080778593197e-05,0.00010067840048577636,0.00020426398259587586,1.7081785505455347e-15
472,droplet,3m,18m,female,Mammary_Gland,nan,macrophage,Cirbp,4.319187164306641,4.286347029847093e-05,0.00018513534450903535,0.00022952906147111207,7.861932360689745e-07
473,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Il15ra,4.318399906158447,3.74884984921664e-05,8.681107829033863e-06,7.185395224951208e-05,4.303948177295031e-06
474,droplet,3m,18m,male,Kidney,nan,lymphocyte,Gas5,4.300764083862305,0.0006170885171741247,0.00014348345575854182,0.0002854813646990806,2.3033424664711508e-06
475,droplet,3m,18m,female,Spleen,nan,T cell,Cd44,4.298703670501709,2.5007922886288725e-05,0.00010750165529316291,0.00021362301777116954,1.0974646200358952e-13
476,droplet,3m,18m,female,Marrow,nan,granulocyte,Ier3,4.292793273925781,0.00011275414726696908,2.6265914129908197e-05,0.00021790243044961244,5.59700316267177e-16
477,droplet,3m,18m,female,Marrow,nan,naive T cell,2610018G03Rik,4.274593353271484,3.981314512202516e-05,9.313901500718202e-06,4.176547008682974e-05,1.5706509212918538e-08
478,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Hist1h2ae,4.267597198486328,0.00028178541106171906,6.602905341424048e-05,0.00028685052529908717,2.1822924637690643e-11
479,droplet,3m,18m,female,Marrow,nan,granulocyte,Rad23a,4.263733863830566,0.0003014989197254181,7.071241270750761e-05,0.0005452802870422602,8.473360415218841e-18
480,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Mthfd2,4.258525848388672,6.829039921285585e-05,1.6036157830967568e-05,0.00011814312165370211,2.6836718601600608e-14
481,droplet,3m,18m,female,Lung,nan,classical monocyte,Il1b,4.2520647048950195,0.00018657017790246755,0.0007933084852993488,0.0010431166738271713,1.4069919265913116e-06
482,droplet,3m,18m,female,Marrow,nan,promonocyte,Hist1h3c,4.240123271942139,4.1607694583944976e-05,9.812849384616129e-06,6.574401049874723e-05,4.423402759122316e-06
483,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Zfp36,4.233586311340332,7.447617099387571e-05,1.7591743016964756e-05,7.897950854385272e-05,3.432439002254368e-08
484,droplet,3m,18m,female,Lung,nan,non-classical monocyte,Sftpc,4.229299068450928,0.0003814377705566585,9.01893581612967e-05,0.000322406820487231,2.1568688581121175e-17
485,droplet,3m,18m,female,Mammary_Gland,nan,endothelial cell,Id3,4.219931125640869,0.0011271762195974588,0.00026710773818194866,0.001246986328624189,1.3341828996928347e-17
486,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Rel,4.218050479888916,3.409959754208103e-05,8.084207365754992e-06,8.74939069035463e-05,7.896414598239356e-07
487,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Cpe,4.217155456542969,1.4499997632810846e-05,6.114874850027263e-05,0.000143426499562338,3.476066321881713e-13
488,droplet,3m,18m,female,Marrow,nan,granulocyte,Fech,4.216647148132324,0.0004360992170404643,0.00010342321911593899,0.0007896850584074855,5.504420855590674e-15
489,droplet,3m,18m,female,Marrow,nan,granulocyte,Gypa,4.209362030029297,0.0008141723810695112,0.00019341941515449435,0.0015055990079417825,1.4938425406667102e-14
490,droplet,3m,18m,female,Marrow,nan,macrophage,Snhg9,4.2084269523620605,3.177559483447112e-05,0.00013372527610044926,0.00010727278277045116,4.5839318239395075e-15
491,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Trib1,4.2039618492126465,3.5186785680707544e-05,8.369909664907027e-06,8.05173913249746e-05,3.2476632462085723e-09
492,droplet,3m,18m,female,Spleen,nan,T cell,Prkca,4.196523189544678,7.522032683482394e-05,0.00031566384132020175,0.0004670824855566025,1.6945405371403102e-28
493,droplet,3m,18m,female,Marrow,nan,monocyte,Zcchc6,4.189787864685059,9.147878881776705e-05,2.1833749997313134e-05,0.00011620070290518925,5.560636748360919e-21
494,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Adamts1,4.187890529632568,0.00012431670620571822,0.0005206247442401946,0.0008440027595497668,5.511257336333294e-16
495,droplet,3m,18m,female,Spleen,nan,macrophage dendritic cell progenitor,Rps15a-ps4,4.185427188873291,0.00019403432088438421,0.0008121165446937084,0.0003430494398344308,1.608735858492149e-06
496,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Hist1h4m,4.180156707763672,1.0339864275010768e-05,4.322225504438393e-05,9.079741721507162e-05,4.2949115259711246e-14
497,droplet,3m,18m,female,Heart_and_Aorta,nan,cardiomyocyte,Malat1,4.172817230224609,0.017748214304447174,0.0042532929219305515,0.009355464018881321,5.0730505184734836e-12
498,droplet,3m,18m,female,Marrow,nan,proerythroblast,Junb,4.1668853759765625,0.0007025694358162582,0.00016860781761351973,0.000731626118067652,2.117478023719569e-08
499,droplet,3m,18m,female,Marrow,nan,granulocyte,Pla2g16,4.164506435394287,0.00012760015670210123,3.0639923352282494e-05,0.00026226945919916034,9.36459431128153e-11
500,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Ddx46,4.163915157318115,6.409670459106565e-05,1.539337245048955e-05,6.251700688153505e-05,2.1835761201654805e-09
501,droplet,3m,18m,female,Spleen,nan,T cell,Socs3,4.16242790222168,2.814323488564696e-05,0.00011714419088093564,0.00021286991250235587,8.681500253432167e-17
502,droplet,3m,18m,female,Marrow,nan,granulocyte,Slc4a1,4.154198169708252,0.00033704409725032747,8.113337389659137e-05,0.0007269025663845241,7.972439353706619e-10
503,droplet,3m,18m,female,Marrow,nan,proerythroblast,Ubc,4.142975330352783,0.0005174609832465649,0.00012490080553106964,0.00043831244693137705,1.8205168545404443e-12
504,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Smad7,4.14246129989624,3.982671842095442e-05,9.614263944968116e-06,8.810631697997451e-05,2.795422895413556e-10
505,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Klf2,4.142459869384766,0.001009328756481409,0.00024365443096030504,0.0010224730940535665,2.7927133002465067e-73
506,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Snhg9,4.136364459991455,2.2175550839165226e-05,9.172617137664929e-05,0.00016913712897803634,6.622786798641729e-13
507,droplet,3m,18m,female,Marrow,nan,granulocyte,Hba-a2,4.135742664337158,0.0010096830083057284,0.0002441358519718051,0.0018110343953594565,6.91992007206422e-15
508,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Plscr1,4.126831531524658,2.6033809263026342e-05,0.00010743714665295556,0.0002427711442578584,3.611317798495749e-07
509,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Aqp3,4.126666069030762,0.00025229903985746205,6.113870767876506e-05,0.00048223111662082374,1.0021284845474365e-11
510,droplet,3m,18m,female,Spleen,nan,NK cell,Rps15a-ps4,4.125696182250977,0.00025965325767174363,0.0010712504154071212,0.000622117833700031,2.6302310690938334e-20
511,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Klrk1,4.114380359649658,3.0661627533845603e-05,0.00012615359446499497,0.00030125348712317646,3.7115999160654196e-06
512,droplet,3m,18m,female,Marrow,nan,granulocyte,Dnajb2,4.111964225769043,7.10035310476087e-05,1.7267544535570778e-05,0.00017176360415760428,2.0084167444776146e-06
513,droplet,3m,18m,female,Marrow,nan,monocyte,Klf4,4.109874248504639,0.0004462175420485437,0.00010857206507353112,0.0003413610684219748,5.0865252886483156e-70
514,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Boc,4.109184741973877,1.4249105333874468e-05,5.855220661032945e-05,0.00012367298768367618,9.266916587519048e-08
515,droplet,3m,18m,female,Marrow,nan,promonocyte,Hnrnpul1,4.097718715667725,3.4458123991498724e-05,8.40909888211172e-06,4.815389547729865e-05,1.6494087113057746e-07
516,droplet,3m,18m,female,Marrow,nan,precursor B cell,Smchd1,4.097658634185791,0.00010700699203880504,2.611417767184321e-05,0.00015240118955262005,2.9517683050659563e-06
517,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Uchl4,4.09552001953125,4.312680539442226e-05,1.0530238796491176e-05,6.814557855250314e-05,1.970383027853735e-08
518,droplet,3m,18m,female,Spleen,nan,T cell,S100a11,4.092503547668457,0.0002439856034470722,0.0009985119104385376,0.0010105095570906997,1.8844513446776928e-63
519,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Gars,4.08595085144043,9.0551380708348e-05,2.216164102719631e-05,0.00011228183575440198,7.984584280497042e-19
520,droplet,3m,18m,female,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Cyp2a4,4.071329116821289,8.214818080887198e-06,3.3445230656070635e-05,9.721842070575804e-05,1.173245147135073e-06
521,droplet,3m,18m,male,Kidney,nan,epithelial cell of proximal tubule,Cyp2a4,4.06724739074707,0.0001440542982891202,0.0005859044613316655,0.0006589479744434357,2.161400945865475e-21
522,droplet,3m,18m,male,Kidney,nan,epithelial cell of proximal tubule,BC002163,4.061387538909912,0.0001309765939367935,3.224922329536639e-05,0.00014744307554792613,3.6999139404600567e-13
523,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Dusp1,4.059538841247559,0.00010546511475695297,0.000428139726864174,0.000646311673335731,1.7853723018636516e-18
524,droplet,3m,18m,female,Lung,nan,intermediate monocyte,Gm1821,4.0583109855651855,0.0004912986187264323,0.00012105987116228789,0.00023262566537596285,3.154353226396205e-08
525,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Hist1h2ab,4.057041168212891,0.00014034264313522726,3.459236540948041e-05,0.00025581903173588216,2.6656440794434836e-20
526,droplet,3m,18m,female,Marrow,nan,hematopoietic precursor cell,Btg2,4.055817604064941,0.0004260474524926394,0.00010504600504646078,0.0004273580270819366,2.970770840364172e-23
527,droplet,3m,18m,female,Spleen,nan,T cell,Ttc39b,4.055143356323242,1.4725084838573821e-05,5.971233258605935e-05,0.0001355057756882161,6.61430864756184e-09
528,droplet,3m,18m,female,Marrow,nan,erythroblast,Smarca5,4.053936004638672,0.0005055792862549424,0.0001247131876880303,0.00029057724168524146,6.407047465488256e-15
529,droplet,3m,18m,female,Spleen,nan,macrophage,Rps15a-ps4,4.044773578643799,0.0002280849585076794,0.0009225519606843591,0.0005596932023763657,5.706659744153652e-45
530,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Sik1,4.0426344871521,5.366603363654576e-05,1.3275014680402819e-05,0.00011688187078107148,1.215279446405141e-11
531,droplet,3m,18m,male,Kidney,nan,kidney loop of Henle thick ascending limb epithelial cell,BC002163,4.038947105407715,0.00019630833412520587,4.860383705818094e-05,0.00024948979262262583,2.529131119019881e-06
532,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Abcc8,4.024940013885498,7.792291398800444e-06,3.136351006105542e-05,8.188631181837991e-05,6.301781790052576e-09
533,droplet,3m,18m,male,Kidney,nan,B cell,Rps15a-ps4,4.022302627563477,0.001237083924934268,0.004975925665348768,0.0012266403064131737,2.3591014726598984e-27
534,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Cry2,4.018991947174072,7.19401487003779e-06,2.891269286919851e-05,6.408808258129284e-05,5.534821501718557e-10
535,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Gcc1,4.014403343200684,1.712430821498856e-05,6.874388782307506e-05,0.0001466174580855295,9.92876974961815e-08
536,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Agtr1a,4.012027740478516,4.282630106899887e-05,0.000171820298419334,0.0002481972042005509,2.151134991032103e-38
537,droplet,3m,18m,female,Marrow,nan,monocyte,Lyst,4.010100364685059,8.477181836497039e-05,2.1139572709216736e-05,0.00011659600568236783,2.2401971600906942e-17
538,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Aen,4.0083537101745605,9.028673230204731e-05,2.2524640371557325e-05,0.00010147162538487464,1.682781244528478e-21
539,droplet,3m,18m,female,Marrow,nan,proerythroblast,G0s2,3.9995486736297607,0.0005548984627239406,0.00013874027354177088,0.0007214209181256592,1.7569428871658701e-06
540,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Rps4y2,3.9949543476104736,3.635122629930265e-05,9.099283488467336e-06,6.964791828067973e-05,4.928306842451525e-09
541,droplet,3m,18m,female,Marrow,nan,megakaryocyte-erythroid progenitor cell,Btg2,3.994527578353882,7.650582847418264e-05,1.9152657841914333e-05,6.921859312569723e-05,2.204122660607751e-10
542,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Hist2h2ac,3.9941134452819824,0.00012177156895631924,3.048775761271827e-05,0.00019949425768572837,1.4273567312100704e-24
543,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Rhob,3.986768960952759,0.00010333207319490612,2.591874908830505e-05,0.0001626947778277099,2.810051365985019e-26
544,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Hnrnpul1,3.980043888092041,6.155791925266385e-05,1.5466641343664378e-05,0.0001010116538964212,2.7272027747862787e-21
545,droplet,3m,18m,female,Heart_and_Aorta,nan,smooth muscle cell,Rock1,3.978151321411133,0.0006783541175536811,0.00017051993927452713,0.00031953086727298796,2.9276440030911693e-06
546,droplet,3m,18m,female,Marrow,nan,precursor B cell,Zfp106,3.975881576538086,0.00010260187991661951,2.5806068151723593e-05,0.00012310777674429119,4.7885970005224334e-08
547,droplet,3m,18m,female,Lung,nan,alveolar macrophage,Sftpc,3.9722046852111816,0.00041590374894440174,0.00010470350389368832,0.0002893725177273154,7.306254730620228e-21
548,droplet,3m,18m,female,Marrow,nan,granulocytopoietic cell,Klf6,3.967217445373535,0.00016121803491842002,4.0637558413436636e-05,0.00023063091794028878,4.036964090747283e-34
549,droplet,3m,18m,female,Marrow,nan,promonocyte,Ep300,3.9580600261688232,4.9835121899377555e-05,1.259079363080673e-05,6.680261867586523e-05,1.0821854999248258e-08
550,droplet,3m,18m,female,Marrow,nan,erythroblast,Casc5,3.9441826343536377,0.0002444957790430635,6.19889615336433e-05,0.00018937619461212307,1.3795015883274646e-06
551,droplet,3m,18m,female,Marrow,nan,erythroblast,Rps28,3.9441792964935303,0.000923606741707772,0.0036428705789148808,0.0016299332492053509,5.884909840007607e-25
552,droplet,3m,18m,female,Marrow,nan,naive B cell,Neat1,3.9418976306915283,0.0008692931151017547,0.0002205265627708286,0.0004907906986773014,2.4463507847958963e-14
553,droplet,3m,18m,female,Marrow,nan,promonocyte,Btg2,3.9379723072052,0.0003062377218157053,7.776533311698586e-05,0.00023883525864221156,1.4812162968629423e-36
554,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Pdk4,3.933584451675415,4.25220096076373e-05,0.0001672639191383496,0.00034020657767541707,3.3704682270034724e-19
555,droplet,3m,18m,female,Mammary_Gland,nan,T cell,Cst7,3.931089162826538,4.047410766361281e-05,0.0001591073232702911,0.00025468546664342284,7.925352673100972e-18
556,droplet,3m,18m,female,Marrow,nan,promonocyte,Hist1h4d,3.9288454055786133,0.00010532612941460684,2.6808416805579327e-05,0.00013599709200207144,1.863550583788341e-11
557,droplet,3m,18m,female,Kidney,nan,kidney cortex artery cell,Rps15a-ps4,3.922934055328369,0.00013699517876375467,0.0005374230677261949,0.0003074690466746688,5.672509384606955e-09
558,droplet,3m,18m,female,Marrow,nan,monocyte,Thbs1,3.921294689178467,0.00010536315676290542,2.686948027985636e-05,0.00019904450164176524,1.8720108616342514e-08
559,droplet,3m,18m,female,Marrow,nan,erythroblast,Mki67,3.9161524772644043,0.002057412639260292,0.0005253658164292574,0.0009990687249228358,2.371088377342775e-27
560,droplet,3m,18m,female,Kidney,nan,kidney proximal convoluted tubule epithelial cell,Cyp2d12,3.9146997928619385,0.0001263725571334362,0.000494710635393858,0.0007081894436851144,1.157228293349685e-33
561,droplet,3m,18m,female,Marrow,nan,naive T cell,Snhg9,3.9133224487304688,2.8913344067404978e-05,0.00011314724542899057,9.36320357141085e-05,9.58244754260575e-27
562,droplet,3m,18m,female,Spleen,nan,T cell,Ptpn11,3.9060938358306885,2.5423671104363166e-05,9.930725354934111e-05,0.00019701012934092432,8.782669826469421e-13
563,droplet,3m,18m,female,Mammary_Gland,nan,basal cell,Midn,3.903705358505249,7.133378676371649e-05,0.0002784660900942981,0.00028892207774333656,8.625662628091741e-40
564,droplet,3m,18m,female,Marrow,nan,promonocyte,Hist1h2ae,3.893615961074829,0.0005992568330839276,0.00015390753105748445,0.0006725730490870774,3.773049409245479e-17
565,droplet,3m,18m,female,Marrow,nan,monocyte,Prrc2c,3.8811850547790527,0.00015276232443284243,3.935971108148806e-05,0.00015229478594847023,1.99713663432495e-34
566,droplet,3m,18m,female,Mammary_Gland,nan,stromal cell,Fam129b,3.8703572750091553,0.00011189604265382513,2.8911035769851878e-05,0.00015956253628246486,1.2557375456476845e-22
567,droplet,3m,18m,female,Mammary_Gland,nan,luminal epithelial cell of mammary gland,Sept11,3.865253210067749,4.739588257507421e-05,1.2262037671462167e-05,7.21170799806714e-05,7.630973557468061e-16
568,droplet,3m,18m,female,Marrow,nan,granulocyte,Hmbs,3.862886667251587,0.0004420068289618939,0.00011442397226346657,0.0009310800232924521,2.7554500687813754e-10
