,Dataset,Start age,End age,sex,tissue,subtissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
2548,facs,3m,18m,male,Marrow,B-cells,Mlxip,3.786094903945923,0.00013237076927907765,3.4962347854161635e-05,0.00031228578882291913,4.415648252720816e-10
2549,facs,3m,18m,female,Bladder,nan,1500012F01Rik,3.7859086990356445,2.3830980353523046e-05,6.2946519392426126e-06,3.7480735045392066e-05,9.866446110236824e-08
2550,facs,3m,18m,female,GAT,Fat,Twist1,3.78509259223938,7.3689789132913575e-06,2.7892270736629143e-05,5.988608245388605e-05,1.767886194135393e-08
2551,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Ptp4a1,3.785059928894043,1.7804450180847198e-05,6.739091622876003e-05,0.0001421960914740339,1.9461541551123293e-12
2552,facs,3m,18m,female,Spleen,nan,Klf2,3.785029411315918,0.00014532572822645307,0.0005500621628016233,0.0005298905889503658,7.079335096340256e-35
2553,facs,3m,18m,male,Marrow,B-cells,Suz12,3.784636974334717,5.60510452487506e-05,1.4810149878030643e-05,0.00013342118472792208,3.1780738889056613e-09
2554,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Sdpr,3.7844178676605225,5.2939343731850386e-05,0.000200344598852098,0.00036992039531469345,1.9434366135433628e-17
2555,facs,3m,18m,male,Marrow,Granulocytes,Atad2,3.7841224670410156,4.2292202124372125e-05,1.117622377933003e-05,0.00010795256093842909,2.048253083652307e-07
2556,facs,3m,18m,male,Tongue,nan,A230046K03Rik,3.7814958095550537,1.9724569938261993e-05,5.216075351199834e-06,4.278591222828254e-05,4.801978524914858e-07
2557,facs,3m,18m,male,MAT,Fat,Aldh1a1,3.7802791595458984,0.00018401384295430034,4.867731695412658e-05,0.0004055238387081772,2.915252345619596e-10
2558,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Usmg5,3.7800519466400146,8.383460954064503e-05,2.2178161088959314e-05,7.849724352126941e-05,2.7382021845851866e-158
2559,facs,3m,18m,male,SCAT,Fat,Gpbp1,3.7791621685028076,5.868385414942168e-05,1.552826870465651e-05,0.00014470524911303073,6.324512134096742e-11
2560,facs,3m,18m,male,SCAT,Fat,Scd1,3.7777044773101807,0.00010709415073506534,2.8349000785965472e-05,0.0003184473025612533,6.343552766484948e-07
2561,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Zfp703,3.77767014503479,1.8815680959960446e-05,7.107944111339748e-05,0.00013490092533174902,3.662336206716199e-16
2562,facs,3m,18m,male,Trachea,nan,Copg,3.7771193981170654,0.00015768689627293497,4.1747924115043133e-05,0.0002448218874633312,2.917470871591743e-12
2563,facs,3m,18m,male,Pancreas,Endocrine,Gnai1,3.7769856452941895,4.803570482181385e-05,1.2717999197775498e-05,0.00010118309000972658,4.4856295013235644e-08
2564,facs,3m,18m,male,Tongue,nan,Edc4,3.7764549255371094,2.289795156684704e-05,6.063344699214213e-06,5.300937846186571e-05,8.379570432181917e-07
2565,facs,3m,18m,female,Heart,LA,Cbx5,3.776017665863037,0.0003406925534363836,9.022535959957168e-05,0.0005576673429459333,1.754430457493328e-27
2566,facs,3m,18m,male,Tongue,nan,Nedd4l,3.775970697402954,2.811711783579085e-05,7.446327344950987e-06,6.668723654001951e-05,2.685311986645913e-08
2567,facs,3m,18m,male,Heart,RV,Romo1,3.775749683380127,5.7673540140967816e-05,1.5274723409675062e-05,8.087550668278709e-05,7.828560830132164e-12
2568,facs,3m,18m,male,Trachea,nan,Arhgef1,3.7740745544433594,7.250098860822618e-05,1.9210267055314034e-05,0.00014041994290892035,1.5234031061395911e-12
2569,facs,3m,18m,male,Tongue,nan,Tmem167b,3.772935390472412,3.440002183197066e-05,9.117574336414691e-06,6.0942071286262944e-05,3.4178757374166025e-14
2570,facs,3m,18m,female,Heart,LA,Ilf3,3.7726969718933105,0.00011607864871621132,3.076808206969872e-05,0.00030401188996620476,2.3227477671456146e-08
2571,facs,3m,18m,male,Marrow,Granulocytes,Cebpe,3.7723193168640137,9.337332448922098e-05,0.0003522339975461364,0.0006307976436801255,7.076270947098475e-20
2572,facs,3m,18m,male,SCAT,Fat,Stt3a,3.7711472511291504,0.00015762908151373267,4.179870666121133e-05,0.00022281396377366036,2.4253348458597665e-40
2573,facs,3m,18m,male,Pancreas,Endocrine,C1galt1,3.7690627574920654,2.019521161855664e-05,5.35815115654259e-06,4.2396088247187436e-05,9.387161391716616e-06
2574,facs,3m,18m,male,Kidney,nan,Cfl1,3.7684130668640137,0.00022616764181293547,0.0008522931020706892,0.0008932392811402678,5.1596437755023117e-17
2575,facs,3m,18m,male,Tongue,nan,Copg2,3.7682547569274902,7.516654295613989e-05,1.9947307009715587e-05,0.00010424213542137295,3.601665367700232e-15
2576,facs,3m,18m,female,Marrow,KLS,Pla2g4a,3.768019437789917,2.0245593987056054e-05,7.628579623997211e-05,0.00011767457908717915,5.715503312439231e-20
2577,facs,3m,18m,female,Trachea,nan,Scara3,3.767023801803589,0.0008461975958198309,0.00022463292407337576,0.0013106075348332524,8.548544080808623e-21
2578,facs,3m,18m,male,Trachea,nan,Ltbp4,3.766810178756714,0.0006803551805205643,0.0001806183863664046,0.000823206442873925,1.146604313422625e-27
2579,facs,3m,18m,male,Aorta,Heart,Gstm1,3.7667880058288574,0.000634767406154424,0.00239103427156806,0.0028505846858024597,2.6925244046941093e-08
2580,facs,3m,18m,male,Spleen,nan,Usp25,3.7653486728668213,8.667398651596159e-05,2.3018845240585506e-05,0.00028285730513744056,4.244267560406493e-06
2581,facs,3m,18m,male,Marrow,KLS,Tbc1d1,3.765322685241699,2.3703785700490698e-05,6.295285857049748e-06,6.436777766793966e-05,4.318954422083846e-06
2582,facs,3m,18m,male,Trachea,nan,Snx18,3.764718532562256,8.164595055859536e-05,2.168713035644032e-05,0.00017121147539000958,1.313774502634951e-11
2583,facs,3m,18m,female,Marrow,Granulocytes,Snrpc,3.7624502182006836,1.2030422112729866e-05,4.5263866923050955e-05,9.550235699862242e-05,1.3525158728291846e-10
2584,facs,3m,18m,female,Marrow,KLS,Amfr,3.761165142059326,1.4861869203741662e-05,5.589794818661176e-05,9.50098765315488e-05,8.632000401749507e-13
2585,facs,3m,18m,male,Diaphragm,Limb_Muscle,Ahnak,3.761152744293213,0.0009104210184887052,0.00024205903173424304,0.0009235238539986312,2.5025244743446382e-39
2586,facs,3m,18m,female,Lung,EPCAM,Rhoc,3.7604546546936035,3.059663504245691e-05,0.00011505725706228986,0.00023069322924129665,1.7207625180865008e-06
2587,facs,3m,18m,male,MAT,Fat,Sf3b4,3.7592833042144775,1.588957275089342e-05,5.9733411035267636e-05,0.00012076744314981624,4.1324824975066885e-10
2588,facs,3m,18m,male,Tongue,nan,Caprin1,3.759270668029785,0.00014327585813589394,3.811267379205674e-05,0.00016645264986436814,5.937374535255386e-42
2589,facs,3m,18m,male,MAT,Fat,Tm9sf2,3.7581875324249268,0.00022270852059591562,5.925955338170752e-05,0.0003058513393625617,1.6850276546517934e-31
2590,facs,3m,18m,female,Heart,RV,Fkbp9,3.7578299045562744,0.00025734156952239573,6.848142948001623e-05,0.0003871518129017204,1.062049359507651e-14
2591,facs,3m,18m,male,Tongue,nan,Chuk,3.7560372352600098,2.408214822935406e-05,6.411582944565453e-06,5.0441860366845503e-05,5.021975291156773e-10
2592,facs,3m,18m,male,Tongue,nan,Mycl1,3.7554452419281006,2.8855019991169684e-05,7.683514013478998e-06,6.991849659243599e-05,1.4841661207025157e-08
2593,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Mdfi,3.755319118499756,6.264854164328426e-06,2.3526530640083365e-05,4.652903589885682e-05,1.184434043538713e-10
2594,facs,3m,18m,male,Tongue,nan,Anapc4,3.754842758178711,3.0458048058790155e-05,8.111669558275025e-06,5.8128192904405296e-05,4.587674277453915e-13
2595,facs,3m,18m,male,Marrow,B-cells,Gpbp1,3.7536630630493164,0.00016931827121879905,4.5107477490091696e-05,0.0002903471468016505,1.7311376512802633e-18
2596,facs,3m,18m,male,Tongue,nan,Slc20a1,3.7524654865264893,2.490127008059062e-05,6.635974841628922e-06,6.04759952693712e-05,4.915202814854983e-07
2597,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,5730528L13Rik,3.752246141433716,2.0240695448592305e-05,5.394286745286081e-06,5.675821012118831e-05,4.394673525755518e-08
2598,facs,3m,18m,female,Bladder,nan,Dpysl2,3.7516541481018066,0.00023736574803479016,6.326962466118857e-05,0.0004104830732103437,3.051795115181312e-07
2599,facs,3m,18m,male,Marrow,B-cells,Cerk,3.7514405250549316,0.00014576452667824924,3.8855614548083395e-05,0.00031143880914896727,4.331772685589422e-12
2600,facs,3m,18m,male,Tongue,nan,Nedd4,3.750774383544922,0.0004195894580334425,0.00011186741903657094,0.00030741552473045886,1.001182995848067e-116
2601,facs,3m,18m,female,Heart,RV,Ecm2,3.7506625652313232,0.00026989789330400527,7.196005753939971e-05,0.00039293209556490183,1.058120975752283e-14
2602,facs,3m,18m,female,MAT,Fat,Dtx3,3.7501351833343506,5.952027549938066e-06,2.2320911739370786e-05,4.8548732593189925e-05,5.816865987713586e-06
2603,facs,3m,18m,male,Marrow,KLS,Amfr,3.749054431915283,7.962151721585542e-05,2.1237758119241334e-05,0.0001322849275311455,1.7554105988714673e-27
2604,facs,3m,18m,female,Heart,LA,Nfia,3.7490127086639404,0.0005256625590845942,0.0001402135967509821,0.0005178045248612761,2.2654918720043556e-72
2605,facs,3m,18m,male,Trachea,nan,Phc2,3.748913526535034,7.82342758611776e-05,2.0868517822236754e-05,0.00015595344302710146,2.7698700770794606e-09
2606,facs,3m,18m,male,Marrow,B-cells,Mad2l1,3.747565984725952,0.00011983775766566396,3.197749174432829e-05,0.0002587306371424347,1.3554908587642898e-12
2607,facs,3m,18m,male,Marrow,KLS,Cpne1,3.7465319633483887,5.8463585446588695e-05,1.560471901029814e-05,0.00011481054389150813,3.47511996772043e-18
2608,facs,3m,18m,male,Tongue,nan,Vps41,3.7459588050842285,6.8477718741633e-05,1.828042331908364e-05,9.551211405778304e-05,2.849595384699147e-29
2609,facs,3m,18m,male,Diaphragm,Limb_Muscle,Alkbh5,3.7434945106506348,0.00018061681475955993,4.824818461202085e-05,0.0003817500837612897,6.677519328986855e-07
2610,facs,3m,18m,female,Marrow,KLS,Slc18a2,3.7434134483337402,1.4398093298950698e-05,5.389802026911639e-05,0.00010765891784103587,1.187719044005168e-09
2611,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Atf3,3.742682933807373,0.0006122358608990908,0.002291404642164707,0.003820373211055994,1.5848195815749688e-21
2612,facs,3m,18m,male,Tongue,nan,Ipo13,3.7423460483551025,6.071772804716602e-05,1.6224506907747127e-05,9.879570279736072e-05,9.09056662108585e-19
2613,facs,3m,18m,male,SCAT,Fat,Sipa1,3.7414588928222656,9.985675569623709e-05,2.6689254809753038e-05,0.00022179425286594778,1.1973296257651643e-14
2614,facs,3m,18m,female,Marrow,KLS,Cnot7,3.740969181060791,1.1777518921007868e-05,4.40593394159805e-05,7.013954018475488e-05,3.1529198820303336e-16
2615,facs,3m,18m,male,Spleen,nan,Ssh2,3.7409346103668213,0.000169209175510332,4.523179086390883e-05,0.00043266257853247225,1.3135338670098024e-11
2616,facs,3m,18m,male,Trachea,nan,Lipa,3.7407469749450684,9.222696098731831e-05,2.4654689696035348e-05,0.0001849323743954301,6.270399754025093e-11
2617,facs,3m,18m,female,Marrow,KLS,Fut8,3.739833116531372,3.53246032318566e-05,0.00013210812176112086,0.00017151699285022914,5.541420752261003e-28
2618,facs,3m,18m,male,Spleen,nan,Aff4,3.738784074783325,8.39093336253427e-05,2.2442945919465274e-05,0.00027201639022678137,5.49371658938743e-06
2619,facs,3m,18m,female,Marrow,KLS,Cdc42se2,3.7377724647521973,1.9968651031376794e-05,7.463827932951972e-05,0.00010391743126092479,1.5038237651535945e-20
2620,facs,3m,18m,male,Marrow,B-cells,H2afj,3.736114025115967,9.302925172960386e-05,0.0003475678968243301,0.0009344404679723084,5.435811087062399e-07
2621,facs,3m,18m,male,Marrow,Granulocytes,Slc39a11,3.7360751628875732,5.117350156069733e-05,1.3697127542400267e-05,0.0001206885208375752,1.9276115141707322e-10
2622,facs,3m,18m,female,Marrow,KLS,Zfp263,3.7356958389282227,2.2777436242904514e-05,8.508958126185462e-05,0.00020156646496616304,7.27962437334652e-07
2623,facs,3m,18m,male,Pancreas,Endocrine,Hif1a,3.735461711883545,0.00010751368245109916,2.878189661714714e-05,0.000193067331565544,5.0828897928247075e-15
2624,facs,3m,18m,male,Trachea,nan,Epb4.1l2,3.735314130783081,0.0001137754152296111,3.0459395929938182e-05,0.00016490281268488616,4.255763645481239e-17
2625,facs,3m,18m,male,Marrow,KLS,Gm13157,3.734924077987671,3.577526149456389e-05,9.57857719185995e-06,7.668446050956845e-05,2.207924161819281e-13
2626,facs,3m,18m,male,Trachea,nan,Micu1,3.734642505645752,5.483075074153021e-05,1.4681659195048269e-05,0.00013182737166061997,1.6716107308493953e-07
2627,facs,3m,18m,male,Spleen,nan,Cab39,3.733414649963379,0.00011248417285969481,3.0129031074466184e-05,0.00030719852657057345,1.739295127527121e-09
2628,facs,3m,18m,male,Marrow,Granulocytes,Exoc6,3.732476234436035,3.7818830605829135e-05,1.0132369425264187e-05,9.144759678747505e-05,7.353972257001504e-08
2629,facs,3m,18m,male,Tongue,nan,Ranbp2,3.7321290969848633,4.0331138734472916e-05,1.0806468708324246e-05,6.588109681615606e-05,1.8738141247711775e-15
2630,facs,3m,18m,male,MAT,Fat,Cotl1,3.7302873134613037,9.912264067679644e-05,0.00036975592956878245,0.0005128465127199888,2.3005905629355443e-25
2631,facs,3m,18m,male,Aorta,Heart,Copz2,3.7300865650177,6.915528501849622e-05,0.0002579551946837455,0.000335541320964694,4.262383451758376e-06
2632,facs,3m,18m,male,Marrow,KLS,Flt3,3.7295432090759277,0.0002718856849242002,7.290053326869383e-05,0.00036490437923930585,3.8912282131860783e-45
2633,facs,3m,18m,male,Tongue,nan,Sirt1,3.7288761138916016,3.1356426916318014e-05,8.409081601712387e-06,6.045261397957802e-05,1.943560640517303e-14
2634,facs,3m,18m,male,Spleen,nan,Satb1,3.728224992752075,0.00023591936042066664,6.327927258098498e-05,0.0004980326048098505,4.442736465271822e-20
2635,facs,3m,18m,female,Kidney,nan,Pck1,3.7276675701141357,0.000797433196566999,0.0029725658241659403,0.004795287270098925,1.5493643877867377e-08
2636,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Fn1,3.7275595664978027,0.0004081177175976336,0.00010948657291010022,0.0014195895055308938,3.1618392605373083e-09
2637,facs,3m,18m,male,Tongue,nan,Copa,3.7273850440979004,0.0001324506156379357,3.5534460039343685e-05,0.00015188389807008207,9.675077405165523e-46
2638,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Aes,3.727041721343994,4.8333015001844615e-05,0.00018013916269410402,0.0001743302564136684,6.420191389192192e-73
2639,facs,3m,18m,female,Heart,LA,Ndufa4l2,3.72643780708313,4.602955232257955e-05,0.00017152626242022961,0.0004040984786115587,2.5260903753261697e-06
2640,facs,3m,18m,male,Trachea,nan,Pdia4,3.72642183303833,0.00018417250248603523,4.94234191137366e-05,0.00027553216204978526,8.189835393023836e-18
2641,facs,3m,18m,male,Spleen,nan,Arhgef3,3.726263999938965,0.00012055778643116355,3.235352778574452e-05,0.0003603635705076158,3.027621912811205e-07
2642,facs,3m,18m,female,Large_Intestine,Distal,Pdcd4,3.7249081134796143,0.00040567072574049234,0.00010890758130699396,0.0004139722732361406,3.162070220065969e-70
2643,facs,3m,18m,female,SCAT,Fat,Fus,3.7245395183563232,2.582005618023686e-05,9.616782335797325e-05,0.00017658389697317034,1.1695179284405191e-11
2644,facs,3m,18m,male,Trachea,nan,Ss18,3.7242283821105957,6.770658364985138e-05,1.8180027836933732e-05,0.00014575145905837417,6.471758539724134e-07
2645,facs,3m,18m,male,Marrow,KLS,Prtn3,3.7239131927490234,0.00048223260091617703,0.0017957923701032996,0.003151912475004792,5.263304849049254e-07
2646,facs,3m,18m,male,Marrow,B-cells,Kif22,3.7235331535339355,0.0001456896570743993,3.9126724004745483e-05,0.00034632222377695143,3.656982177963846e-10
2647,facs,3m,18m,male,Large_Intestine,Proximal,Zmat5,3.723133087158203,1.7630180082051083e-05,6.563951319549233e-05,0.0001345385826425627,8.861231602593099e-13
2648,facs,3m,18m,male,Heart,RA,Copa,3.720005512237549,0.0002674244751688093,7.188819290604442e-05,0.0003948997182305902,1.147217151228963e-20
2649,facs,3m,18m,male,Pancreas,Endocrine,Aplp2,3.719787359237671,0.00019262498244643211,5.178387073101476e-05,0.0003597608592826873,8.024010877252288e-13
2650,facs,3m,18m,male,Diaphragm,Limb_Muscle,Ccdc50,3.719623565673828,0.0001242013240698725,3.339083195896819e-05,0.0002577465493232012,3.5200856530894745e-06
2651,facs,3m,18m,male,GAT,Fat,Susd2,3.719550609588623,0.00011562327563297004,3.1085281079867855e-05,0.00026181992143392563,6.098377645039199e-10
2652,facs,3m,18m,male,Marrow,B-cells,Mcm7,3.718658924102783,0.00022024706413503736,5.922755372012034e-05,0.00042655118159018457,2.453096201851919e-16
2653,facs,3m,18m,female,Marrow,Granulocytes,Rps26,3.7186102867126465,0.00010920611384790391,2.9367451134021394e-05,0.00014546728925779462,9.81155289703878e-16
2654,facs,3m,18m,male,Trachea,nan,Flii,3.718514919281006,9.286979911848903e-05,2.4974968255264685e-05,0.0001659275876590982,9.816484795930335e-13
2655,facs,3m,18m,female,Marrow,Granulocytes,Plac8,3.71817684173584,0.00047381443437188864,0.00012743192201014608,0.0008269109530374408,5.367148345418904e-09
2656,facs,3m,18m,male,Large_Intestine,Proximal,Ripk4,3.71783447265625,3.4607703128131106e-05,9.308563676313497e-06,9.297774522565305e-05,1.0889124234508748e-09
2657,facs,3m,18m,male,Trachea,nan,Cd164,3.7177727222442627,0.0002896210353355855,7.79017573222518e-05,0.0003340768162161112,6.88916209468562e-31
2658,facs,3m,18m,male,Trachea,nan,Ckap4,3.717249631881714,0.00018941480084322393,5.0955630285898224e-05,0.00024035890237428248,1.6848838295500638e-28
2659,facs,3m,18m,male,Trachea,nan,Dst,3.7168197631835938,8.960689592640847e-05,2.4108483557938598e-05,0.00016127154231071472,5.6111964813184035e-12
2660,facs,3m,18m,male,Marrow,Granulocytes,Pdlim7,3.7166190147399902,4.8476544179720804e-05,0.00018016884860116988,0.0004570121818687767,1.2231094678150278e-07
2661,facs,3m,18m,male,SCAT,Fat,Zc3hav1,3.7156872749328613,7.808193913660944e-05,2.1014129742980003e-05,0.0002408467698842287,2.1029381443640587e-06
2662,facs,3m,18m,male,Large_Intestine,Proximal,Aes,3.715616226196289,0.00010942754306597635,0.0004065907560288906,0.00033098802668973804,9.514630834848938e-103
2663,facs,3m,18m,male,Diaphragm,Limb_Muscle,Egr1,3.715277910232544,0.0022047599777579308,0.0005934307118877769,0.0026024889666587114,1.9852472228096738e-23
2664,facs,3m,18m,male,Tongue,nan,Mob1a,3.7110085487365723,3.9782418753020465e-05,1.07201085484121e-05,5.501169289345853e-05,4.781688744616126e-19
2665,facs,3m,18m,male,Tongue,nan,Jmjd1c,3.710397958755493,4.1374201828148216e-05,1.1150878890475724e-05,6.69332584948279e-05,2.626408808892296e-20
2666,facs,3m,18m,female,MAT,Fat,Foxo1,3.71038556098938,5.399784640758298e-05,0.00020035283523611724,0.00035069952718913555,3.2731666819740585e-13
2667,facs,3m,18m,female,Large_Intestine,Distal,Alkbh5,3.7095611095428467,0.00023059829254634678,6.216322799446061e-05,0.00031670863972976804,1.3467754229764552e-36
2668,facs,3m,18m,male,Trachea,nan,Adk,3.709404468536377,0.00010780378943309188,2.9062288376735523e-05,0.00020026208949275315,3.3350065732579117e-13
2669,facs,3m,18m,male,Diaphragm,Limb_Muscle,Tiparp,3.7080085277557373,0.00020074762869626284,5.4138934501679614e-05,0.00041482227970846,1.6058066000508999e-06
2670,facs,3m,18m,male,Tongue,nan,Hmg20b,3.7072267532348633,2.165311889257282e-05,8.027302828850225e-05,0.00012897166016045958,1.4112154948907036e-10
2671,facs,3m,18m,male,BAT,Fat,Tmsb10,3.707174062728882,8.072136552073061e-05,0.00029924814589321613,0.0004031961434520781,5.1268119994339945e-15
2672,facs,3m,18m,female,Bladder,nan,Bola2,3.7065908908843994,1.8332881154492497e-05,4.9460213631391525e-06,2.2580003133043647e-05,4.158628820239476e-08
2673,facs,3m,18m,female,GAT,Fat,Ugt1a7c,3.7059924602508545,5.062378477305174e-05,1.3659979231306352e-05,0.00010062238288810477,3.532786325671628e-10
2674,facs,3m,18m,male,MAT,Fat,Heg1,3.705549478530884,0.0001597289665369317,4.3105337681481615e-05,0.0002790775033645332,1.6542699608107424e-16
2675,facs,3m,18m,male,GAT,Fat,Sgms1,3.7045931816101074,0.00010170275345444679,2.7453148504719138e-05,0.00024904205929487944,1.5090573713498313e-07
2676,facs,3m,18m,male,Trachea,nan,Nudt4,3.7044477462768555,0.00014832854503765702,4.004066431662068e-05,0.0002895702491514385,5.951868724139989e-12
2677,facs,3m,18m,female,Pancreas,Endocrine,Jund,3.7042007446289062,0.00021671768627129495,0.0008027658332139254,0.0007085439283400774,9.348497167006156e-32
2678,facs,3m,18m,female,Heart,LA,Map3k1,3.7035984992980957,4.369052476249635e-05,1.1796775652328506e-05,0.00011785377864725888,2.443408208500311e-06
2679,facs,3m,18m,male,Spleen,nan,Cfl1,3.703461170196533,0.0008449640590697527,0.003129291580989957,0.0017470767488703132,8.688152985103159e-231
2680,facs,3m,18m,female,Heart,LA,Rbm15,3.703399181365967,3.132169513264671e-05,8.457552212348673e-06,7.624777208548039e-05,6.938769469254796e-07
2681,facs,3m,18m,female,Heart,RV,Hexb,3.7030937671661377,0.0002456990478094667,6.634966848650947e-05,0.00036174969864077866,5.254586555114214e-15
2682,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Ifi27l2a,3.7027125358581543,6.413606752175838e-05,1.7321372070000507e-05,0.00026543097919784486,7.611549604256383e-06
2683,facs,3m,18m,male,Marrow,B-cells,Rfwd2,3.702436685562134,5.771593714598566e-05,1.5588633687002584e-05,0.00015508256910834461,3.896278237368688e-06
2684,facs,3m,18m,male,Marrow,B-cells,Asxl2,3.7016396522521973,9.313928603660315e-05,2.516162749088835e-05,0.0002542383735999465,1.205206117151476e-07
2685,facs,3m,18m,male,Trachea,nan,Trib1,3.7013349533081055,0.00012760268873535097,3.447477502049878e-05,0.00019402634643483907,1.2015951193735238e-19
2686,facs,3m,18m,male,Trachea,nan,Plbd2,3.7006924152374268,0.0001197288220282644,3.235308759030886e-05,0.00020617603149730712,1.0427654379219775e-15
2687,facs,3m,18m,female,Large_Intestine,Distal,Gcnt3,3.700634241104126,0.0006680864025838673,0.00018053295207209885,0.001062138588167727,1.2232395668924638e-26
2688,facs,3m,18m,female,Marrow,Granulocytes,Hspa5,3.6998531818389893,0.00036938805715180933,9.983857307815924e-05,0.0006532968254759908,6.413096103419024e-09
2689,facs,3m,18m,female,Marrow,KLS,Ss18,3.6996631622314453,2.238402157672681e-05,8.281334885396063e-05,0.00010639709216775373,1.4484002671942498e-26
2690,facs,3m,18m,male,Marrow,KLS,Qrich1,3.699450969696045,9.799078543437645e-05,2.6487925424589776e-05,0.00015286861162167042,1.6394042340055048e-33
2691,facs,3m,18m,male,Spleen,nan,Zfp292,3.698911666870117,0.00010618022497510538,2.87057991954498e-05,0.00032279989682137966,2.8639506225461874e-07
2692,facs,3m,18m,male,Tongue,nan,Fzd3,3.6981492042541504,3.3376541978213936e-05,9.025200597534422e-06,6.585479422938079e-05,1.782302033632933e-10
2693,facs,3m,18m,male,Marrow,Granulocytes,Ncaph2,3.6976730823516846,0.00010808387014549226,2.9230237487354316e-05,0.0001994547201320529,3.403662009163025e-17
2694,facs,3m,18m,female,Heart,LA,Efemp1,3.697567939758301,0.00010019028559327126,0.0003704603877849877,0.0006791325286030769,4.747198429628435e-12
2695,facs,3m,18m,male,Large_Intestine,Distal,Akt1s1,3.697509765625,2.07879511435749e-05,7.686366006964818e-05,0.00010509671847103164,8.080970245031958e-27
2696,facs,3m,18m,female,Marrow,KLS,Hk1,3.697321653366089,2.6192192308371887e-05,9.684096585260704e-05,0.0001162475164164789,2.7093595543025583e-32
2697,facs,3m,18m,male,Marrow,Granulocytes,Abca13,3.696953535079956,8.966222230810672e-05,2.4253000447060913e-05,0.00017364851373713464,1.3272105866050941e-17
2698,facs,3m,18m,male,GAT,Fat,Sec24d,3.6954405307769775,6.024467438692227e-05,1.630243241379503e-05,0.00012385389709379524,1.7850623511536405e-12
2699,facs,3m,18m,female,Bladder,nan,Ptp4a1,3.6953983306884766,1.0456620657350868e-05,3.864138125209138e-05,5.469040843308903e-05,3.839057842495718e-07
2700,facs,3m,18m,male,MAT,Fat,Mir682,3.694615602493286,1.6880723705980927e-05,4.569005795929115e-06,1.8940547306556255e-05,7.730323814881179e-17
2701,facs,3m,18m,male,Trachea,nan,Cnn3,3.692955732345581,0.0005631452077068388,0.00015249173156917095,0.0006984919309616089,3.977620888725566e-29
2702,facs,3m,18m,male,Trachea,nan,Ubl3,3.6926159858703613,0.00014722869673278183,3.9871109038358554e-05,0.00021126045612618327,1.0788062650352184e-17
2703,facs,3m,18m,male,Trachea,nan,Sdc2,3.691804885864258,0.00022572722809854895,6.1142782215029e-05,0.00031407331698574126,6.0533369238933045e-21
2704,facs,3m,18m,male,Marrow,Granulocytes,Rfc5,3.6917953491210938,3.987401578342542e-05,1.0800710697367322e-05,9.903422323986888e-05,1.845066286248359e-07
2705,facs,3m,18m,male,Marrow,Granulocytes,Pcna,3.6909728050231934,0.00013600301463156939,3.684747207444161e-05,0.0002719407493714243,6.854254738766752e-14
2706,facs,3m,18m,male,Large_Intestine,Proximal,Akt1s1,3.6904137134552,1.632567546039354e-05,6.024850517860614e-05,0.0001172119373222813,2.6019251357730124e-14
2707,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,Fam203a,3.689317226409912,2.5028772142832167e-05,6.784119250369258e-06,6.957513687666506e-05,2.7871654044970565e-09
2708,facs,3m,18m,female,Heart,LA,Hmgcs2,3.6883177757263184,0.00024117161228787154,6.538796878885478e-05,0.000670723442453891,3.5671970597700483e-07
2709,facs,3m,18m,male,Tongue,nan,Gar1,3.6877615451812744,1.1271484254393727e-05,4.156654904363677e-05,7.034568261587992e-05,1.3975819245457524e-08
2710,facs,3m,18m,male,MAT,Fat,Fkbp9,3.686424970626831,0.00025080249179154634,6.803406722610816e-05,0.0003599634801503271,6.811980422841923e-27
2711,facs,3m,18m,male,Heart,LA,Ptms,3.685760259628296,6.196817412273958e-05,0.0002283998328493908,0.00022299874399323016,1.5490078128227632e-17
2712,facs,3m,18m,male,Tongue,nan,Vps35,3.683542490005493,0.00012562086340039968,3.4103275538655e-05,0.00012594657891895622,2.1286423002174745e-58
2713,facs,3m,18m,male,Tongue,nan,Arf5,3.6808083057403564,8.429159061051905e-05,0.00031026118085719645,0.0004454023146536201,1.5679733022302862e-14
2714,facs,3m,18m,male,Trachea,nan,Lrrn4cl,3.6799018383026123,0.0002697822346817702,7.3312345193699e-05,0.0005828937864862382,1.0925858280094549e-09
2715,facs,3m,18m,male,Marrow,KLS,Hist2h2ac,3.6791446208953857,4.763479591929354e-05,1.2947246432304382e-05,9.732717444421723e-05,7.546629167258737e-18
2716,facs,3m,18m,male,Tongue,nan,Orai2,3.678351402282715,2.8214162739459425e-05,7.670327249797992e-06,6.481653690570965e-05,9.415339104151872e-06
2717,facs,3m,18m,female,Heart,LV,Cxcl12,3.677644729614258,0.0019539999775588512,0.0005313183064572513,0.002928838599473238,1.6635034333208651e-09
