,Dataset,Start age,End age,Sex,Tissue,Subtissue,Cell type,Gene,dExpression,Confidence,Expression at start age,Expression at end age,Max expression std. dev
35,facs,3m,18m,female,Marrow,Granulocytes,naive B cell,Sh3bgrl3,16.061983108520508,low,0.00011751268903026357,0.0018874868983402848,0.00042888932512141764
2,droplet,3m,18m,female,Lung,nan,dendritic cell,Tubg1,15.954867362976074,low,7.900142009020783e-06,0.0001260457356693223,2.441555079712998e-05
36,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,2210012G02Rik,15.79830551147461,low,5.4125530368764885e-06,8.550917846150696e-05,1.5204360352072399e-05
7,droplet,18m,21m,female,Lung,nan,pulmonary interstitial fibroblast,Gna11,15.697423934936523,low,0.0003648867132142186,2.324500383110717e-05,7.709281635470688e-05
82,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Gpm6a,15.66448974609375,low,0.00045810718438588083,2.9244945835671388e-05,8.480664109811187e-05
37,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,D11Wsu99e,15.55843448638916,low,6.713961738569196e-06,0.0001044587479555048,1.4632367310696281e-05
83,facs,3m,24m,male,Heart,RV,smooth muscle cell,C1qbp,15.44394302368164,low,0.00017608178313821554,1.1401348274375778e-05,2.792748637148179e-05
84,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Ociad1,15.245709419250488,low,0.0006245953845791519,4.0968599932966754e-05,0.00011696721048792824
85,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Sqstm1,14.898940086364746,low,0.0005039646057412028,3.382553404662758e-05,7.173463382059708e-05
39,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Uck1,14.864582061767578,low,9.54631541389972e-05,6.422188107535476e-06,1.3529455827665515e-05
40,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Hnrnpa0,14.76175308227539,low,0.0001230217021657154,8.333812729688361e-06,1.9160088413627818e-05
8,droplet,18m,21m,female,Lung,nan,basophil,3110009E18Rik,14.72027587890625,low,0.000334875046974048,2.274923463119194e-05,7.534967153333127e-05
41,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dctpp1,14.55709171295166,low,8.785656973486766e-05,6.035309525032062e-06,1.7219541405211203e-05
38,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Acp1,14.494810104370117,low,0.00018344231648370624,1.2655723367061e-05,1.3976148693473078e-05
86,facs,3m,24m,male,Heart,RV,atrial myocyte,Egr1,13.928227424621582,low,0.001849191845394671,0.00013276576646603644,0.0002950190391857177
3,droplet,3m,18m,female,Lung,nan,dendritic cell,Me2,13.777036666870117,low,7.900142009020783e-06,0.0001088405551854521,1.580028583703097e-05
39,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dnajc19,13.58456802368164,low,2.1666760403604712e-06,2.9433371310005896e-05,5.055124802311184e-06
42,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Magoh,13.537368774414062,low,5.3204897994874045e-05,3.930223556380952e-06,9.926394341164269e-06
40,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Denr,13.200116157531738,low,1.1102334610768594e-05,0.00014655211998615414,3.0312050512293354e-05
41,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Mapk1ip1l,13.134245872497559,low,1.081574009731412e-05,0.00014205659681465477,2.9210570573923178e-05
9,droplet,18m,21m,female,Lung,nan,dendritic cell,Aurkb,12.656646728515625,low,0.000153745713760145,1.2147427696618252e-05,3.18642269121483e-05
87,facs,3m,24m,male,Heart,RV,smooth muscle cell,Blmh,12.584068298339844,low,0.0004304260655771941,3.420404755161144e-05,8.378246275242418e-05
43,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,4930523C07Rik,12.237147331237793,low,6.0598958953050897e-05,4.952048584527802e-06,8.57719987834571e-06
42,facs,3m,18m,female,Heart,RV,smooth muscle cell,Prrc2c,12.115656852722168,low,1.6008942111511715e-05,0.00019395886920392513,3.416006074985489e-05
44,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tmem126a,11.954346656799316,low,6.301380199147388e-05,5.271203463053098e-06,1.3642573321703821e-05
45,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Lyar,11.548949241638184,low,6.812897481722757e-05,5.899148163734935e-06,1.0608308912196662e-05
46,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Cir1,11.396698951721191,low,5.2486855565803126e-05,4.605442882166244e-06,1.0817820111697074e-05
10,droplet,18m,21m,female,Lung,nan,dendritic cell,Rangap1,11.358124732971191,low,0.00016410618263762444,1.4448351066675968e-05,3.3787364372983575e-05
47,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Abi1,11.204668998718262,low,0.00021660292986780405,1.9331486328155734e-05,4.891124626738019e-05
43,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Sod1,10.913493156433105,low,7.026199455140159e-05,0.0007668038015253842,0.0001701162982499227
11,droplet,18m,21m,female,Lung,nan,dendritic cell,Ppp1r2,10.845062255859375,low,0.00022219948004931211,2.0488536392804235e-05,4.947303023072891e-05
44,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Anxa5,10.716513633728027,low,2.1782021576655097e-05,0.0002334273449378088,4.4933705794392154e-05
48,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Trim28,10.610299110412598,low,7.845908839954063e-05,7.394615295197582e-06,1.245303064933978e-05
12,droplet,18m,21m,female,Lung,nan,dendritic cell,Tubg1,10.445143699645996,low,0.0001260457356693223,1.206740034831455e-05,2.441555079712998e-05
88,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,neuron,Ywhaz,10.178587913513184,low,0.0007347743376158178,7.218823884613812e-05,0.00016123020031955093
13,droplet,18m,21m,female,Lung,nan,ciliated columnar cell of tracheobronchial tree,Atox1,10.120026588439941,low,2.3644015527679585e-05,0.00023927807342261076,5.386558405007236e-05
89,facs,3m,24m,male,Pancreas,Exocrine,pancreatic stellate cell,Abhd16a,10.097661018371582,low,6.186101381899789e-05,0.0006246515549719334,0.00012336914369370788
45,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Glipr1,10.084834098815918,low,2.0480698367464356e-05,0.00020654445688705891,4.365103450254537e-05
49,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Ndufa1,9.954235076904297,low,0.00018300443480256945,1.8384578652330674e-05,2.827682146744337e-05
90,facs,3m,24m,male,Marrow,T-cells,late pro-B cell,Gadd45gip1,9.94238567352295,low,3.4373588277958333e-05,0.00034175548353232443,6.071141251595691e-05
50,facs,18m,24m,male,Heart,RA,valve cell,Bub3,9.940705299377441,low,0.0005457838997244835,5.490394323715009e-05,0.00010866502270800993
46,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Tmsb10,9.910468101501465,low,6.7000746639678255e-06,6.640088395215571e-05,8.62564229464624e-06
14,droplet,18m,21m,female,Lung,nan,ciliated columnar cell of tracheobronchial tree,Zranb2,9.856414794921875,low,0.0003061759052798152,3.1063616916071624e-05,5.380376387620345e-05
51,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Rab11b,9.751615524291992,low,0.0002560741559136659,2.625966226332821e-05,3.651050428743474e-05
47,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ndufs4,9.55659008026123,low,6.4655673668312375e-06,6.178878538776189e-05,1.107497973862337e-05
4,droplet,3m,18m,female,Lung,nan,dendritic cell,Cdc5l,9.482903480529785,low,1.415328006260097e-05,0.00013421419134829193,2.830656012520194e-05
5,droplet,3m,18m,male,Kidney,nan,brush cell,Smap1,9.44966983795166,low,2.2386388081940822e-05,0.000211544000194408,4.52213134849444e-05
52,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tmem214,9.324536323547363,low,7.37273003323935e-05,7.906804967205971e-06,1.3694988410861697e-05
48,facs,3m,18m,female,Marrow,Granulocytes,naive B cell,Mt1,9.24183177947998,low,0.0002683646453078836,2.9038035791018046e-05,5.945898374193348e-05
53,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Arhgdia,9.170915603637695,low,0.00034125687670893967,3.721077519003302e-05,6.814305379521102e-05
91,facs,3m,24m,male,Marrow,T-cells,immature B cell,Tmsb10,8.794313430786133,low,9.355727524962276e-05,0.0008227719808928668,0.00014500287943519652
49,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Snrpc,8.763557434082031,low,4.1848870750982314e-06,3.6674504372058436e-05,5.568881988438079e-06
50,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,4933433P14Rik,8.709945678710938,low,1.288257772102952e-05,0.00011220656597288325,2.2359674403560348e-05
6,droplet,3m,18m,female,Lung,nan,dendritic cell,Elf1,8.693227767944336,low,2.5040306354640052e-05,0.0002176811103709042,3.397014006623067e-05
54,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Dkc1,8.671326637268066,low,0.00028112827567383647,3.242044476792216e-05,5.6153858167817816e-05
55,facs,18m,24m,male,Heart,RV,atrial myocyte,Slc25a39,8.593605995178223,low,0.003703152760863304,0.00043091955012641847,0.0007600700482726097
51,facs,3m,18m,female,Heart,RV,smooth muscle cell,Scand1,8.554412841796875,low,1.4129182090982795e-05,0.00012086686911061406,2.4888364350772463e-05
56,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ifitm3,8.544713973999023,low,0.00023939328093547374,2.8016533178742975e-05,5.2247720304876566e-05
92,facs,3m,24m,male,Heart,RV,smooth muscle cell,Fermt2,8.409576416015625,low,0.0002789145801216364,3.316630682093091e-05,5.083139330963604e-05
15,droplet,18m,21m,female,Pancreas,Endocrine,pancreatic ductal cel,Exoc7,8.365493774414062,low,1.7720692994771525e-05,0.00014824236859567463,3.0499943022732623e-05
52,facs,3m,18m,male,Heart,RV,atrial myocyte,B2m,7.959691047668457,low,0.0009932516841217875,0.0001247852051164955,0.0001265888859052211
93,facs,3m,24m,male,Heart,RV,smooth muscle cell,Atp5j2,7.897420883178711,low,0.00019170991436112672,2.42750011238968e-05,3.589597690734081e-05
53,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Anxa1,7.864365577697754,low,3.310496686026454e-05,0.000260349566815421,4.971019734512083e-05
57,facs,18m,24m,male,Pancreas,Exocrine,pancreatic B cell,Ubl5,7.717951774597168,low,6.223792297532782e-05,8.06404568720609e-06,9.404322554473765e-06
16,droplet,18m,21m,female,Pancreas,Endocrine,pancreatic ductal cel,Pink1,7.662911415100098,low,2.126483195752371e-05,0.0001629505422897637,3.007301529578399e-05
17,droplet,18m,21m,female,Pancreas,Endocrine,pancreatic ductal cel,Cdk4,7.593024730682373,low,0.00025985357933677733,3.422267036512494e-05,5.166587288840674e-05
54,facs,3m,18m,female,Lung,EPCAM,respiratory basal cell,Nrip1,7.483809947967529,low,0.00031159937498159707,4.163646372035146e-05,6.003351154504344e-05
55,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Sh3bgrl,7.452541351318359,low,1.4351307981996797e-05,0.0001069537247531116,2.165025580325164e-05
18,droplet,18m,21m,female,Pancreas,Endocrine,pancreatic ductal cel,Ndufc1,7.301546573638916,low,6.025035690981895e-05,0.00043992078281007707,8.520687697455287e-05
56,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Ifitm2,7.290857791900635,low,6.364133878378198e-05,0.00046399995335377753,6.715227209497243e-05
94,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,brain pericyte,Swi5,7.240354061126709,low,0.00014326264499686658,0.0010372722754254937,0.0001825126091716811
58,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Cct7,7.223873138427734,low,0.0006270208978094161,8.679843449499458e-05,0.00013373613182920963
7,droplet,3m,18m,male,Kidney,nan,brush cell,Camk2n1,7.130019187927246,low,3.2444921089336276e-05,0.00023133291688282043,4.280122084310278e-05
57,facs,3m,18m,female,Lung,EPCAM,pericyte cell,2010106G01Rik,7.0912981033325195,low,0.0005708630196750164,8.050190808717161e-05,0.0001199540711240843
19,droplet,18m,21m,female,Lung,nan,ciliated columnar cell of tracheobronchial tree,Mrpl23,7.071045875549316,low,0.00048290786799043417,6.829369522165507e-05,6.884823960717767e-05
95,facs,3m,24m,male,Brain_Non-Myeloid,Striatum,medium spiny neuron,Agtpbp1,7.028994560241699,low,5.850868546986021e-05,0.00041125723510049284,8.153079397743568e-05
59,facs,18m,24m,male,BAT,Fat,NK cell,Sumo2,6.979162693023682,low,4.111931411898695e-05,0.0002869783784262836,6.10479837632738e-05
60,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ldha,6.862197399139404,low,0.0018415789818391204,0.00026836578035727143,0.000383881910238415
58,facs,3m,18m,male,SCAT,Fat,T cell,Lsm4,6.809482097625732,low,0.00012603469076566398,0.0008582309819757938,0.0001506176049588248
59,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Tmsb10,6.661802291870117,low,1.1215906852157786e-05,7.471816206816584e-05,1.3599356861959677e-05
20,droplet,18m,21m,female,Lung,nan,dendritic cell,Kpnb1,6.616471767425537,low,0.00023671133385505527,3.577606548788026e-05,4.3852298404090106e-05
61,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Sec61g,6.548330307006836,low,0.00016744324238970876,2.5570370780769736e-05,1.6893127394723706e-05
60,facs,3m,18m,female,Lung,EPCAM,club cell of bronchiole,Wfdc2,6.545571804046631,low,0.0009686439298093319,0.006340328603982925,0.000956248608417809
61,facs,3m,18m,male,Pancreas,Exocrine,leukocyte,Rps7,6.335554599761963,low,7.449325494235381e-05,0.0004719560965895653,9.782244160305709e-05
62,facs,3m,18m,female,Heart,RV,smooth muscle cell,Cdc37,6.294078826904297,low,0.00011280699982307851,0.0007100161747075617,0.00014684611232951283
62,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Hint2,6.157001972198486,low,0.00011233342956984416,1.8244823877466843e-05,2.163703175028786e-05
63,facs,3m,18m,female,Heart,LV,T cell,Tmsb10,6.15364408493042,low,0.00018424463632982224,0.0011337759206071496,0.00018221991194877774
63,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Usmg5,6.15174674987793,low,5.998569031362422e-05,9.751000106916763e-06,9.010563189804088e-06
64,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,0610011F06Rik,6.143406867980957,low,0.000283504108665511,4.6147702960297465e-05,5.132793012307957e-05
65,facs,18m,24m,male,Heart,RA,valve cell,Sept11,6.124278545379639,low,0.001570342923514545,0.0002564127207733691,0.00029968179296702147
64,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Set,5.929529190063477,low,4.661808998207562e-05,0.00027642332133837044,5.0204285798827186e-05
65,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Ndufa3,5.838165760040283,low,0.0001212391143781133,2.0766643501701765e-05,1.8317232388653792e-05
96,facs,3m,24m,male,Heart,RV,smooth muscle cell,Rock1,5.709273338317871,low,0.0008379295468330383,0.00014676641148980707,0.00017150095663964748
66,facs,18m,24m,male,Pancreas,Exocrine,pancreatic stellate cell,Rpl41,5.553828716278076,low,0.0002635418204590678,4.7452278522541746e-05,5.266191146802157e-05
66,facs,3m,18m,male,GAT,Fat,NK cell,Cyba,5.464739799499512,low,0.0002287992392666638,0.0012503282632678747,0.00021129885863047093
97,facs,3m,24m,male,Aorta,Heart,macrophage,Lgals3,5.34489631652832,low,0.0003578383184503764,0.0019126086262986064,0.00034995749592781067
67,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Cfl1,5.308808326721191,low,0.00013355635746847838,0.000709025131072849,0.0001357818691758439
67,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Morf4l2,5.257880687713623,low,0.0002306019887328148,4.385835200082511e-05,4.5996021071914583e-05
68,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Ube2v1,5.21079158782959,low,3.3021664421539754e-05,0.000172069005202502,3.369020123500377e-05
98,facs,3m,24m,male,Marrow,T-cells,late pro-B cell,Rpsa,5.111270904541016,low,0.0013487390242516994,0.006893770303577185,0.0013369768857955933
69,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Sec61g,5.057365894317627,low,3.3108786738011986e-05,0.00016744324238970876,2.586249502201099e-05
70,facs,3m,18m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Ppp1ca,5.027853012084961,low,0.00017892118194140494,0.0008995894459076226,0.00017906681750901043
99,facs,3m,24m,male,Marrow,T-cells,immature B cell,Cfl1,4.983508586883545,low,0.0009635951137170196,0.004802084527909756,0.0009180501801893115
21,droplet,18m,21m,female,Liver,Npc,myeloid leukocyte,Apoa2,4.907491207122803,low,0.0003184668312314898,0.0015628731343895197,0.0003047794452868402
68,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Cox7c,4.870722770690918,low,3.723117333720438e-05,7.643869139428716e-06,3.6027361147716874e-06
71,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Atp5g1,4.864677429199219,low,7.164922135416418e-05,0.00034855035482905805,5.423534821602516e-05
8,droplet,3m,18m,female,Lung,nan,dendritic cell,Sar1a,4.827268600463867,low,2.6489258743822575e-05,0.00012787077866960317,2.189788210671395e-05
9,droplet,3m,18m,female,Lung,nan,basophil,Dynll1,4.791800498962402,low,0.00022025429643690586,0.001055414672009647,0.00018292362801730633
72,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Tomm6,4.751286506652832,low,2.0746838345075957e-05,9.85741862677969e-05,1.650231388339307e-05
69,facs,18m,24m,male,Pancreas,Exocrine,leukocyte,Btg2,4.598768711090088,low,0.0010939197381958365,0.00023787231475580484,0.00020099442917853594
73,facs,3m,18m,female,Heart,RA,valve cell,Steap4,4.511877059936523,low,0.01177070289850235,0.0026088261511176825,0.0017551521304994822
10,droplet,3m,18m,female,Lung,nan,dendritic cell,Ube2s,4.502392292022705,low,0.00022249147878028452,0.0010017439490184188,0.00019167318532709032
70,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Tmsb10,4.30260705947876,low,6.640088395215571e-05,1.543270809634123e-05,1.1953866305702832e-05
71,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Son,4.287384510040283,low,6.869321077829227e-05,1.60221698024543e-05,1.0773471331049222e-05
74,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Spcs2,4.1698760986328125,low,0.00033678172621876,0.001404338050633669,0.00024455226957798004
75,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Ndufa1,4.032663822174072,low,4.538053326541558e-05,0.00018300443480256945,3.405080133234151e-05
0,droplet,3m,24m,male,Spleen,nan,immature NKT cell,Rn45s,3.968276262283325,low,0.0019125038525089622,0.00048194825649261475,0.000347425346262753
76,facs,3m,18m,female,Marrow,Granulocytes,granulocyte monocyte progenitor cell,Brp44,3.955476999282837,low,0.00019104125385638326,4.829790486837737e-05,2.060631049971562e-05
72,facs,18m,24m,male,Marrow,KLS,megakaryocyte-erythroid progenitor cell,Hmbs,3.89961838722229,low,0.0009842034196481109,0.0038380178157240152,0.0006969314999878407
73,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Rpl41,3.7976973056793213,low,0.0004251311474945396,0.0001119444495998323,4.91944701934699e-05
74,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Rps21,3.7210750579833984,low,5.116793545312248e-05,1.3750846846960485e-05,6.704449333483353e-06
77,facs,3m,18m,male,SCAT,Fat,T cell,H2-K1,3.456483840942383,low,0.004781204275786877,0.016526155173778534,0.0027075663674622774
75,facs,18m,24m,male,BAT,Fat,NK cell,Myl6,3.370575189590454,low,0.0008427504217252135,0.00284055364318192,0.0004337297868914902
22,droplet,18m,21m,female,Lung,nan,plasma cell,Rnf187,3.1359267234802246,low,0.0005305656814016402,0.00016918944311328232,9.023433813126758e-05
78,facs,3m,18m,male,SCAT,Fat,T cell,H2-D1,3.0582163333892822,low,0.005958569701761007,0.018222594633698463,0.002784519223496318
23,droplet,18m,21m,female,Lung,nan,ciliated columnar cell of tracheobronchial tree,Tm4sf1,2.8130903244018555,low,0.0005277252639643848,0.0014845388941466808,0.0001973455655388534
79,facs,3m,18m,male,Pancreas,Endocrine,pancreatic PP cell,Calm1,2.8058507442474365,low,0.0007221241248771548,0.002026172587648034,0.0002817126805894077
76,facs,18m,24m,male,BAT,Fat,NK cell,Sh3bgrl3,2.801356315612793,low,0.0008574955863878131,0.002402150770649314,0.0003330878389533609
77,facs,18m,24m,male,Pancreas,Endocrine,pancreatic PP cell,Grcc10,2.593766450881958,low,0.00015766361320856959,6.0785583627875894e-05,2.1612742784782313e-05
